fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,red,False,7.779999999999999,0.5454545206611581,1.1631508098056809,0.07045846364856141,9.271170000000001,0.23655911434848234,0
6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,red,False,7.579999999999999,0.2093023231476474,1.0647107369924282,0.07603468627599762,9.270240000000001,0.20430105330096202,0
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,red,False,8.579999999999998,0.34999998250000086,1.0986122886681098,0.08617769624105233,9.56064,0.20833331163194674,0
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,red,False,8.299999999999999,0.4499999775000011,0.832909122935104,0.06952606264861023,9.1678,0.14130433246692042,0
7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,red,False,8.37,0.5483870790842877,0.9932517730102833,0.07325046173959267,9.963999999999999,0.16999998300000171,0
7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,red,False,8.26,0.2975206586981764,2.1162555148025524,0.06765864847381481,9.38308,0.7765956620642913,0
7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,red,False,8.15,0.2892561959565604,2.1041341542702074,0.06765864847381481,9.38214,0.7659573653236846,0
7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,red,False,8.91,0.14583333181423613,0.9932517730102833,0.09531017980432487,9.46295,0.17894734958448952,0
6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,red,False,7.539999999999999,0.17821782001764536,1.1314021114911006,0.08157998699242289,10.15512,0.2058823327566341,0
7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,red,False,7.88,0.40476189512471683,0.9555114450274363,0.06952606264861023,8.9604,0.1777777580246936,0
6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,red,False,7.5,0.24999999431818196,1.1314021114911006,0.08525984395082342,10.35112,0.20192305750739833,0
7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,red,False,8.445,0.23809523431594867,1.0296194171811581,0.3074846997479606,9.4658,0.1894736642659301,0
7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,red,False,8.815,0.4999999375000079,1.0296194171811581,0.05638033343610764,9.07452,0.19780217606569497,0
8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,red,False,8.59,0.3333333148148158,1.0986122886681098,0.07045846364856141,9.17424,0.21739128071833907,0
7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,red,False,8.07,0.5714285578231296,1.0647107369924282,0.0657877405380031,11.45515,0.1652173769376194,0
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,red,False,7.89,0.19999999428571447,1.0986122886681098,0.07696104113612832,9.46295,0.2105262936288112,0
6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,red,False,7.44,0.3877550941274471,0.9162907318741551,0.08157998699242289,9.4601,0.15789472022160841,0
7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,red,False,8.44,0.21052631024930765,1.1939224684724346,0.08342160813907239,10.4706,0.21904759818594302,0
7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,red,False,7.805,0.34999998250000086,1.252762968495368,0.0657877405380031,9.57024,0.26041663953993344,0
8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,red,False,9.55,0.238095232426304,1.2237754316221157,0.06485097231961633,9.47055,0.25263155235457346,0
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,red,False,10.0,0.20909090719008266,1.0986122886681098,0.23901690047049992,9.27396,0.2150537403168021,0
7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,red,False,7.949999999999999,0.3809523718820864,1.252762968495368,0.07325046173959267,9.27396,0.26881717539600264,0
6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,red,False,7.61,0.16923076662721898,1.0296194171811581,0.07417939817425151,9.27303,0.1935483662851219,0
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,red,False,7.53,0.12903225598335072,1.0647107369924282,0.07603468627599762,9.2721,0.20430105330096202,0
8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,red,False,9.780000000000001,0.3058823493425606,1.0986122886681098,0.10526051065749295,9.671869999999998,0.20618554575406747,0
7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,red,False,8.27,0.20895522076186238,1.0986122886681098,0.07881118042428978,9.17424,0.21739128071833907,0
7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,red,False,8.504999999999999,0.3461538328402372,1.2809338454620642,0.08065790301745447,9.67672,0.26804120948028776,0
7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,red,False,8.73,0.1048951041615727,1.0986122886681098,0.08065790301745447,9.4696,0.2105262936288112,0
7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,red,False,8.71,0.11805555473572532,1.0647107369924282,0.07881118042428978,9.4696,0.19999997894737065,0
8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,red,False,9.049999999999999,0.16535432940665884,1.3609765531356006,0.07417939817425151,9.37744,0.3085106054775952,0
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,red,False,7.0200000000000005,0.4285714198250731,1.0647107369924282,0.07138999608667293,9.77452,0.1938775312369866,0
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,red,False,7.55,0.12698412597631648,1.5686159179138452,0.09440067542148432,9.47055,0.3999999578947413,0
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,red,False,8.360000000000001,0.24999999107142887,1.1631508098056809,0.06859279146561172,9.66508,0.22680410032947423,0
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,red,False,8.72,0.19999999833333335,1.0986122886681098,0.07138999608667293,9.36992,0.2127659348121346,0
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,red,False,8.18,0.2727272677685951,1.2237754316221157,0.07138999608667293,10.167359999999999,0.23529409457901035,0
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,red,False,12.4,0.44444442798353967,1.0986122886681098,0.06485097231961633,10.08081,0.198019782374279,0
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,red,False,6.315,0.13978494473349523,0.7884573603642702,0.044973365642731154,12.9012,0.09230768520710114,1
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,red,False,8.05,0.38709676170655605,1.1314021114911006,0.05921185963184609,11.340720000000001,0.18421051015697282,0
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,red,False,10.39,0.37499998437500065,0.8754687373538999,0.05448818528406973,10.268585,0.13592231690074594,1
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,red,False,9.65,0.26896551538644475,1.1314021114911006,0.0925791812930932,9.276750000000002,0.22580642733264222,0
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,red,False,7.41,0.32653060558100805,0.9162907318741551,0.07232066157962612,9.456775,0.15789472022160841,0
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,red,False,7.77,0.41025639973701544,0.9555114450274363,0.08434114843375087,9.164119999999999,0.17391302457467128,0
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,red,False,7.79,0.37837836815193604,0.9555114450274363,0.08525984395082342,9.164579999999999,0.17391302457467128,0
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,red,False,13.840000000000002,0.32142855994898,1.2809338454620642,0.09075436326846414,10.793520000000001,0.2407407184499335,1
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,red,False,8.68,0.21666666486111114,1.0296194171811581,0.06672363204290818,9.265125000000001,0.1935483662851219,0
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,red,False,8.52,0.1894736822160665,1.308332819650179,0.09531017980432487,9.36804,0.2872340119963817,0
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,red,False,11.88,0.36842103324099823,1.1314021114911006,0.05259245011917058,10.479,0.19999998095238278,1
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,red,False,10.829999999999998,0.26315788088642733,1.0986122886681098,0.038258712117090345,12.34854,0.16129030957336213,0
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,red,False,8.965,0.16129031997918838,1.33500106673234,0.07973496801885356,9.9685,0.2799999720000028,0
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,red,False,12.68,0.3333333111111126,1.1314021114911006,0.05732506661926941,10.179599999999999,0.2058823327566341,0
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,red,False,9.03,0.43076922414201196,1.1631508098056809,0.05826890812397577,10.05859,0.2178217606117069,0
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,red,False,8.615,0.24390243307555043,1.2237754316221157,0.0880108773227133,9.77452,0.24489793419408834,0
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,red,False,7.98,0.21487603128201627,1.8870696490323797,0.05826890812397577,10.4727,0.5333332825396874,0
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,red,False,9.485,0.2653061170345691,1.0986122886681098,0.09621885774054292,10.9582,0.1818181652892577,0
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,red,False,9.045,0.26829267638310544,1.1631508098056809,0.06952606264861023,9.06997,0.24175821519140497,0
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,red,False,8.18,0.22727272210743815,1.0647107369924282,0.07325046173959267,9.65829,0.1958762684663641,0
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,red,False,8.66,0.16666666550925927,1.2237754316221157,0.07696104113612832,9.467225000000001,0.25263155235457346,0
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,red,False,8.51,0.41379309631391215,1.0986122886681098,0.07881118042428978,9.36616,0.2127659348121346,0
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,red,False,8.190000000000001,0.2222222191358025,1.0986122886681098,0.09621885774054292,9.359580000000001,0.2127659348121346,0
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,red,False,7.45,0.499999950000005,0.9162907318741551,0.055434706888100586,9.454875,0.15789472022160841,0
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,red,False,9.495,0.28571427551020445,1.0986122886681098,0.07973496801885356,9.9815,0.19999998000000202,0
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,red,False,9.395,0.2727272677685951,1.0986122886681098,0.08525984395082342,10.373479999999999,0.19230767381656982,0
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,red,False,8.38,0.4603174530108341,1.2809338454620642,0.07045846364856141,10.459575,0.24761902403628344,0
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,red,False,9.99,0.33333332921810704,1.0986122886681098,0.29042829811980614,9.4658,0.2105262936288112,0
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,red,False,9.96,0.39130433081285515,1.2809338454620642,0.08525984395082342,9.784320000000001,0.26530609537692906,0
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,red,False,7.67,0.2702702629656686,1.2809338454620642,0.07788653865707124,10.96535,0.23636361487603502,0
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,red,False,5.72,0.1792452813278747,0.9555114450274363,0.05259245011917058,12.11094,0.131147530233809,1
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,red,False,8.440000000000001,0.24489795418575605,1.0296194171811581,0.07510747248680541,9.862875,0.18181816345271076,0
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,red,False,9.069999999999999,0.31034482223543414,1.33500106673234,0.08617769624105233,9.5808,0.2916666362847254,0
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,red,False,9.29,0.18918918407596802,1.1939224684724346,0.06297479916138844,8.97165,0.255555527160497,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,red,False,7.83,0.36842104293628836,1.0647107369924282,0.0925791812930932,8.97075,0.2111110876543236,0
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,red,False,7.845000000000001,0.384615374753452,1.0647107369924282,0.0925791812930932,9.1701,0.2065217166824221,0
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,red,False,9.905,0.08064515998959419,0.9932517730102833,0.23348984336835407,9.27303,0.1827956792692818,0
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,red,False,12.940000000000001,0.24999998958333375,1.1314021114911006,0.08892620919440151,10.891825,0.19266053278343737,0
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,red,False,8.379999999999999,0.2568807315882502,1.0296194171811581,0.09712671073072274,9.757370000000002,0.18367345064556626,0
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,red,False,15.65,0.41666664930555625,1.1631508098056809,0.07232066157962612,9.20046,0.23913040879017303,1
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,red,False,7.96,0.2608695538752368,1.0986122886681098,0.08065790301745447,9.88317,0.20202018161412308,0
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,red,False,7.85,0.3137254840445984,1.0647107369924282,0.07232066157962612,9.470075,0.19999997894737065,0
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,red,False,8.969999999999999,0.1506849294426722,1.1939224684724346,0.06952606264861023,9.26559,0.2473118013643224,0
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,red,False,8.290000000000001,0.2307692248520712,0.9932517730102833,0.07138999608667293,9.762270000000001,0.17346937005414592,0
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,red,False,11.56,0.4324324207450697,0.9555114450274363,0.06109509935981088,9.985000000000001,0.15999998400000162,0
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,red,False,7.699999999999999,0.47058822145328766,1.0296194171811581,0.07138999608667293,9.87228,0.18181816345271076,0
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,red,False,11.93,0.23809522675737013,1.410986973710262,0.08617769624105233,10.4853,0.29523806712018413,0
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,red,False,8.895,0.09302325473228774,1.0647107369924282,0.0880108773227133,9.46105,0.19999997894737065,0
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,red,False,8.8,0.1428571416566627,1.4350845252893227,0.07045846364856141,9.269775000000001,0.3440859845068834,0
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,red,False,10.11,0.3846153550295881,1.1631508098056809,0.07232066157962612,9.1816,0.23913040879017303,0
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,red,False,7.295,0.21428571045918376,1.1314021114911006,0.07232066157962612,9.17056,0.22826084475425604,0
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,red,False,8.87,0.1777777738271606,1.0296194171811581,0.47685510419483734,9.36992,0.19148934133092116,0
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,red,False,10.780000000000001,0.42424241138659363,1.2809338454620642,0.08157998699242289,10.496325,0.24761902403628344,1
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,red,False,8.46,0.39999999111111134,0.9932517730102833,0.07417939817425151,9.265125000000001,0.1827956792692818,0
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,red,False,8.014999999999999,0.17910447493873918,1.0986122886681098,0.08342160813907239,9.359110000000001,0.2127659348121346,0
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,red,False,8.549999999999999,0.28571427755102063,0.9932517730102833,0.06765864847381481,9.9575,0.16999998300000171,0
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,red,False,8.5,0.4693877455226991,1.0296194171811581,0.07417939817425151,9.26559,0.1935483662851219,0
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,red,False,13.55,0.18518517832647488,1.2237754316221157,0.06203539091945264,10.89891,0.22018346603821412,0
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,red,False,12.58,0.599999940000006,1.0296194171811581,0.06859279146561172,10.167359999999999,0.17647057093425778,1
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,red,False,8.969999999999999,0.42622950120935243,1.4586150226995167,0.0916671885258238,9.802450000000002,0.3367346595168715,0
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,red,False,8.71,0.4054053944485029,1.5260563034950492,0.07510747248680541,12.76544,0.28124997802734547,1
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,red,False,7.48,0.2592592496570648,1.3862943611198906,0.07417939817425151,9.387780000000001,0.3191489022182019,0
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,red,False,12.19,0.17391303591682453,1.6094379124341003,0.09893994785490356,10.09596,0.396039564748558,0
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,red,False,8.505,0.4426229435635583,1.6094379124341003,0.08342160813907239,10.66255,0.37383174076338876,0
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,red,False,11.85,0.261538457514793,1.6094379124341003,0.06859279146561172,10.093435,0.396039564748558,0
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,red,False,9.315,0.26315788781163457,1.2237754316221157,0.07325046173959267,9.37509,0.2553191217745615,0
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,red,False,8.33,0.28723403949751025,2.0794415416798357,0.08434114843375087,9.39201,0.7446807718424711,0
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,red,False,11.07,0.3846153550295881,2.0014800002101243,0.07045846364856141,12.56976,0.50793646762409,1
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,red,False,9.620000000000001,0.21276595291987335,1.8870696490323797,0.08342160813907239,10.49055,0.5333332825396874,1
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,red,False,12.1,0.31578945706371275,1.5260563034950492,0.06859279146561172,9.286980000000002,0.3870967325702438,0
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,red,False,8.65,0.499999950000005,1.5040773967762742,0.3060130291365044,9.87228,0.35353531782471537,1
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,red,False,8.239999999999998,0.22641509006763982,1.3862943611198906,0.06485097231961633,9.07361,0.32967029344282495,0
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,red,False,10.56,0.45070421900416596,1.4816045409242156,0.09712671073072274,9.801470000000002,0.34693874010829184,0
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,red,False,13.0,0.5102040712203251,1.0986122886681098,0.07045846364856141,10.29691,0.19417473842963703,0
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,red,False,8.02,0.5471698009967962,1.3862943611198906,0.0880108773227133,10.266010000000001,0.2912621076444556,0
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,red,False,9.309999999999999,0.4081632569762601,1.252762968495368,0.08709470685093376,10.57456,0.2358490343538647,1
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,red,False,12.549999999999999,0.33673469044148274,1.4586150226995167,0.09984533496971613,9.209199999999997,0.3586956131852595,0
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,red,False,11.68,0.3333333148148158,1.0986122886681098,0.29490591754110057,10.47795,0.19047617233560266,0
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,red,False,11.180000000000001,0.3749999921875002,1.308332819650179,0.08709470685093376,10.29382,0.26213589688001004,0
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,red,False,7.510000000000001,0.3124999804687512,1.2237754316221157,0.0934903430873389,10.06364,0.2376237388491348,0
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,red,False,14.16,0.3207547109291564,1.4350845252893227,0.08984070399978947,9.513300000000001,0.336842069806098,0
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,red,False,11.760000000000002,0.18518517832647488,1.252762968495368,0.07045846364856141,9.50095,0.263157867036014,0
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,red,False,11.799999999999999,0.37142856612244907,1.2809338454620642,0.08250122151174369,9.88119,0.26262623609836,0
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,red,False,7.789999999999999,0.27586205945303244,1.0986122886681098,0.07973496801885356,9.58608,0.20833331163194674,0
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,red,False,7.87,0.1612903173777317,1.1939224684724346,0.08984070399978947,9.693209999999999,0.23711337761717757,0
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,red,False,7.63,0.2424242350780535,1.1314021114911006,0.07696104113612832,9.58512,0.21874997721354408,0
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,red,False,8.09,0.4545454442148763,1.2809338454620642,0.08250122151174369,10.66255,0.2429906314962027,0
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,red,False,11.76,0.46666663555555765,0.9162907318741551,0.0657877405380031,10.07273,0.14851483678070926,0
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,red,False,9.125,0.4285714132653067,1.2809338454620642,0.0880108773227133,9.994,0.25999997400000263,0
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,red,False,8.19,0.23809522675737013,0.9555114450274363,0.17058630057553373,9.462,0.168421034903049,0
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,red,False,9.65,0.13333333185185187,1.1314021114911006,0.10616019582839065,9.175159999999998,0.22826084475425604,0
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,red,False,11.31,0.23999999040000036,1.252762968495368,0.06109509935981088,9.29814,0.26881717539600264,0
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,red,False,8.54,0.12962962722908097,1.1631508098056809,0.07881118042428978,9.36804,0.2340425282933481,0
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,red,False,11.13,0.42857139795918586,1.2237754316221157,0.1930966299619131,9.494299999999999,0.25263155235457346,0
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,red,False,11.17,0.41666663194444736,1.2237754316221157,0.19392069263730652,9.494299999999999,0.25263155235457346,0
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,red,False,8.07,0.2999999900000003,0.9932517730102833,0.06015392281974709,9.4696,0.17894734958448952,0
